Date,Production (tonnes),Electricity (kWh),Natural Gas (m³),Water (m³),CO2 Emissions (kg),NOx Emissions (kg),SOx Emissions (kg),Waste Generated (kg),Waste Recycled (kg),Employees on Site,Safety Incidents
2021-11-27,929,835171,138421,1682.8302462753786,935503,1172.3697319206944,546.9698243051179,115196,58527,183,0
2021-11-28,1166,707762,128260,2262.3518733044825,1211474,1276.3106610997784,453.13058720904854,150414,93280,164,0
2021-11-29,992,786656,103168,2934.0000804447427,937440,855.3253986795077,441.17631587532276,127968,62496,165,0
2021-11-30,954,704052,142146,2470.658969050025,823302,867.0647265172545,406.00898192818937,83952,33390,163,0
2021-12-01,840,637560,141120,1824.4319455395837,841680,1029.4055261906947,347.1231360159416,86520,53760,190,0
2021-12-02,1015,740950,175595,2361.115016197081,971355,698.2388606054578,578.5009124311707,89320,65975,171,0
2021-12-03,821,735616,153527,1352.548685036252,781592,754.8808594085411,521.9502547338598,69785,67322,195,0
2021-12-04,812,505064,150220,1349.9248498579702,699944,847.6959418926006,516.230388330794,60088,55216,172,0
2021-12-05,880,639760,113520,2200.028241331289,909920,928.1777097096375,637.9262462070494,51040,26400,157,0
2021-12-06,1190,1016260,132090,3446.3343322293304,1047200,947.7258349957783,824.9628563813984,147560,102340,192,0
2021-12-07,982,788546,191490,2144.525341272978,938792,727.8406874987285,320.8024648448842,53028,31424,185,0
2021-12-08,1169,824145,204575,2547.2047403440492,1202901,1440.435328140975,840.2286417821018,64295,49098,171,0
2021-12-09,1096,853784,168784,3197.7661234387024,1106960,646.7069453521256,428.9634005938127,140288,101928,156,0
2021-12-10,922,616818,184400,2515.392441857142,831644,874.0651189112228,305.9355186637273,69150,70072,171,0
2021-12-11,872,621736,91560,2342.9953398226216,893800,719.556472840204,575.5313820810949,43600,75864,179,1
2021-12-12,816,549168,146880,1969.4537755077874,746640,635.4166923273881,374.4598694246359,109344,62832,194,0
2021-12-13,1101,867588,181665,2622.6615561121025,1010718,1131.2617888792158,695.6930696443299,105696,89181,185,0
2021-12-14,978,735456,159414,2874.0019353531115,915408,1327.7568952651454,715.8228052464185,109536,32274,178,0
2021-12-15,1025,617050,114800,1699.6907944687914,969650,897.2585148729584,347.04648407811106,62525,61500,168,0
2021-12-16,1066,871988,191880,1856.7829739487204,986050,1453.120625570962,578.9261917654896,60762,63960,190,0
2021-12-17,859,599582,97926,1446.2085775864537,792857,547.737263450177,397.96929352803477,91913,43809,160,0
2021-12-18,1163,924585,200036,3214.871018695561,1195564,1173.6112821609192,630.0239357970107,84899,63965,190,0
2021-12-19,932,837868,135140,2646.3998276109323,953436,1071.5599655617539,709.454112233927,120228,38212,165,0
2021-12-20,1151,1028994,180707,2650.5113734866286,1095752,631.8927428611731,596.3861059121425,65607,50644,157,0
2021-12-21,934,797636,115816,2776.3854687863063,796702,610.8218786598682,451.72004675063494,57908,66314,165,0
2021-12-22,941,749036,131740,2518.7639633904755,973935,651.948799699207,720.6871069859061,59283,42345,179,0
2021-12-23,1062,941994,179478,3043.9622672103596,975978,762.4715004250525,529.6649683046296,71154,105138,184,0
2021-12-24,1057,862512,114156,1947.3118521927206,1013663,1034.9424072770576,758.0004209717512,139524,42280,162,0
2021-12-25,1007,711949,174211,2910.72703964226,928454,660.635730062011,437.49291769454146,101707,43301,197,0
2021-12-26,945,692685,177660,2225.058671480489,930825,800.7301600588127,284.1764420419443,135135,45360,159,0
2021-12-27,1145,788905,190070,3239.7361854229625,1008745,1272.1264646287275,636.414623511367,109920,45800,193,0
2021-12-28,1162,985376,232400,2169.971792474798,1158514,1343.0432219736201,885.2773060602027,103418,106904,159,0
2021-12-29,916,578912,130072,2141.2157410365994,842720,692.6469032432229,301.89754210588933,117248,57708,174,0
2021-12-30,1165,1005395,221350,1794.1152901964817,1061315,585.4310306807263,792.5133974185914,130480,106015,158,0
2021-12-31,875,636125,162750,2072.276696884558,871500,873.379634785051,664.4749694885074,120750,43750,182,0
2022-01-01,893,646532,120555,2237.177335520807,771552,983.7521386399037,567.638287182352,66082,61617,189,0
2022-01-02,1172,875484,233228,2303.9833221996423,1048940,1008.629383657095,869.9490587787227,89072,52740,173,0
2022-01-03,1154,810108,180024,2539.279314415839,1089376,1288.7365678487379,520.7917452530213,120016,42698,196,0
2022-01-04,1168,744016,161184,3125.912838448363,1169168,1713.933620525303,447.1456440631419,156512,68912,187,0
2022-01-05,821,729048,153527,1992.3774280539185,771740,452.69526804451624,393.4902505523367,41050,24630,195,0
2022-01-06,876,534360,108624,2221.1719042950913,842712,613.4014737074067,345.591470632076,50808,80592,176,0
2022-01-07,1063,918432,133938,1821.89527795496,1018354,1143.8099132258894,365.2255411923151,115867,55276,200,0
2022-01-08,1006,700176,171020,1975.4153388871343,914454,899.8998943090594,523.25377945723,114684,35210,152,0
2022-01-09,930,835140,139500,2413.9247730347247,951390,1167.4189637064985,329.2138513168728,121830,77190,178,0
2022-01-10,1140,693120,129960,3104.390034588619,1018020,1067.4230031797529,808.5760213002624,133380,63840,160,0
2022-01-11,887,716696,93135,2438.3591785151875,848859,952.718766701051,326.74071996494564,127728,62977,194,0
2022-01-12,1071,816102,159579,3198.5526763689186,1099917,1594.5361318342937,403.0277887041151,83538,84609,175,0
2022-01-13,891,644193,125631,2145.070468420597,887436,1044.1981651681906,368.87741578957247,56133,49896,180,0
2022-01-14,1014,714870,142974,2053.5682075737914,906516,564.3977383171233,712.8351082448111,109512,36504,173,0
2022-01-15,824,626240,136784,2298.060364623696,856960,1046.0824294080423,610.8812631572947,45320,72512,166,0
2022-01-16,925,634550,133200,1474.9950252962713,960150,1270.0726411563023,473.606791611122,118400,61050,190,0
2022-01-17,1021,693259,132730,2209.8281091165795,937278,585.0640712452124,423.80071463903647,151108,44924,177,0
2022-01-18,920,667920,140760,2759.691540716996,805920,1277.1307118071904,592.2718516606242,93840,86480,178,0
2022-01-19,1190,1012690,176120,3512.765730542002,1061480,781.2380943312722,930.1157271957773,101150,107100,176,0
2022-01-20,810,660960,141750,2189.927668089018,784080,1021.1620923919162,415.09010277966973,68040,50220,160,0
2022-01-21,1096,698152,130424,2487.862431337838,1121208,592.2233586398364,355.3310940469038,127136,97544,158,0
2022-01-22,1100,865700,110000,1831.695467435835,1037300,1132.8944061949367,414.6825084984874,110000,75900,184,0
2022-01-23,924,826056,126588,1481.5460772546548,907368,591.9991049128531,427.0220137737499,110880,36960,159,0
2022-01-24,814,630850,99308,1267.7953582576572,846560,682.0232596167268,614.1630608845413,47212,44770,166,0
2022-01-25,1151,730885,116251,2096.8056372680544,1200493,1459.2912628459057,475.0517794918934,108194,57550,178,0
2022-01-26,1039,746002,104939,2117.186683128609,990167,1358.0390299306405,356.84831425590653,115329,52989,173,0
2022-01-27,1029,672966,160524,1588.2957305774823,960057,1381.8888844500839,811.8173629562383,142002,54537,158,0
2022-01-28,806,588380,143468,2078.141682684557,753610,1008.7817680361078,468.64427417766177,47554,42718,162,0
2022-01-29,907,635807,158725,1842.9389483192401,847138,855.3545545043354,475.643010274058,71653,67118,155,0
2022-01-30,858,618618,143286,1585.8268169487608,803946,548.8823965007018,505.03079263888947,71214,54912,163,0
2022-01-31,1144,959816,226512,3004.713790675027,1155440,1222.8738456187223,355.0275671245197,76648,64064,194,0
2022-02-01,819,534807,117936,1295.0172131956597,745290,688.6938546586011,399.0942390002201,40950,72072,175,0
2022-02-02,909,675387,109989,1778.8662353273323,835371,1209.8916256948453,642.2202527410104,69084,84537,166,0
2022-02-03,1155,786555,190575,3107.068152579604,1066065,1679.6630530631564,717.3367539700752,146685,90090,186,0
2022-02-04,810,542700,149850,1717.4104211948531,701460,1180.77143338491,483.2799087092256,68850,51840,175,0
2022-02-05,1038,884376,152586,2925.9436436685855,988176,695.6604963974519,548.5628974919742,101724,87192,195,0
2022-02-06,1064,660744,211736,3076.177006666189,961856,1311.0099775248475,367.2133460695602,148960,85120,158,0
2022-02-07,970,766300,159080,1921.5148126829104,901130,1219.633266787583,694.0565487774999,59170,64020,172,0
2022-02-08,902,805486,116358,2614.9374229554787,942590,1298.9762096959414,541.4215822344572,93808,66748,187,0
2022-02-09,957,842160,109098,2702.4407699326403,836418,605.1864829057102,678.3179511780141,82302,51678,163,0
2022-02-10,815,696010,137735,2239.199907480942,797885,702.8468337256761,367.8406906580821,55420,60310,153,0
2022-02-11,1033,905941,136356,2857.146169140291,922469,923.3843344335368,664.0348855024321,90904,42353,197,0
2022-02-12,863,744769,102697,1886.8072897053326,806042,665.6510326932813,398.7521248403816,79396,56958,158,0
2022-02-13,1187,1049308,161432,2455.3094202483876,1242789,756.207816583652,410.03732925958917,100895,109204,188,0
2022-02-14,1141,941325,138061,1765.3950896955278,1031464,1482.0161142378827,576.7204516029167,147189,108395,188,0
2022-02-15,1055,830285,200450,1673.5340084891018,1037065,1275.2483179245341,758.2985246802075,82290,105500,176,0
2022-02-16,1169,941045,190547,2308.520052963045,1006509,1589.8833371397916,364.97832998201153,101703,51436,193,0
2022-02-17,1049,728006,108047,2704.815773292473,922071,1301.076631322286,822.6601827804476,71332,58744,193,0
2022-02-18,860,552980,172000,1535.8433002955494,847100,560.3505380416914,437.65102163358006,60200,30960,181,0
2022-02-19,1172,958696,125404,2562.319700876785,1126292,845.7905966339343,394.4031786467081,85556,52740,187,0
2022-02-20,1197,788823,142443,1965.1272114603646,1202985,1251.0302894209617,522.8801028931387,152019,95760,162,0
2022-02-21,1100,909700,156200,2442.659470736581,1089000,1260.6632608476577,392.0998138194547,160600,41800,170,0
2022-02-22,1015,771400,188790,1698.7428449660904,922635,614.1040095211964,808.5986106793445,96425,47705,161,0
2022-02-23,841,729147,95874,1608.9980827120546,788858,1041.9888768843296,326.85597519779844,86623,73167,152,0
2022-02-24,1040,816400,197600,1684.7793316766254,944320,1288.2705943095439,610.3073934827243,54080,80080,180,0
2022-02-25,878,667280,142236,2033.638591532703,846392,1168.8131250780878,402.12110573987206,128188,78142,167,0
2022-02-26,1141,735945,216790,3390.3458365116708,1026900,1380.7880491429216,414.47118508909324,162022,68460,169,0
2022-02-27,926,586158,134270,2184.5463129130517,887108,585.5449339272611,326.45366745085954,103712,67598,194,0
2022-02-28,1172,984480,222680,3486.8571539252507,1126292,1508.5407638070994,469.23529114816307,58600,97276,152,0
2022-03-01,1094,898174,167382,2297.526132585266,1001010,1256.2224812769184,796.5028837655545,79862,97366,190,0
2022-03-02,934,797636,177460,1654.3063878705013,905046,748.8756712574818,590.9287858532768,70050,86862,167,0
2022-03-03,1193,863732,178950,2193.544201516026,1054612,809.3923404557181,840.5938639678329,64422,93054,187,0
2022-03-04,1086,869886,190050,1813.1673576784544,1116408,983.4671309677847,455.80883028068877,146610,46698,177,0
2022-03-05,817,590691,115197,1354.7106942431437,812098,974.0026237656377,382.19342255334004,58007,72713,182,0
2022-03-06,814,642246,149776,1655.2594859730973,778998,730.6691592958532,586.4590612003408,84656,74888,164,0
2022-03-07,878,677816,108872,2568.3231816480543,917510,871.1766976290405,385.4525519686132,121164,84288,186,0
2022-03-08,815,705790,118990,2353.0629370870724,815000,454.111977915718,298.05470339395566,118175,51345,194,0
2022-03-09,1136,852000,135184,3406.9647354341396,978096,1672.2025904694758,541.4068270721307,138592,85200,171,0
2022-03-10,1133,808962,177881,3138.2947089696713,1075217,1496.0686674225735,880.3384786250573,95172,41921,181,0
2022-03-11,1109,755229,209601,2628.8813475836814,1041351,1327.8267159339875,872.6664881215116,166350,78739,184,0
2022-03-12,1154,1014366,230800,3108.891306504874,1028214,1038.9302809538383,424.8450521577949,150020,80780,157,0
2022-03-13,1067,721292,194194,2009.4096878919531,946429,1054.3548461850396,802.7491973513102,92829,64020,180,0
2022-03-14,824,711936,89816,1804.0908533214113,786096,1171.25750855651,562.1905776828727,66744,31312,155,0
2022-03-15,866,563766,136828,2407.4609883646963,767276,781.2810938026404,307.41128637861266,77940,84868,179,0
2022-03-16,1044,826848,109620,1838.5958264272228,981360,1383.3102806765946,607.3101730153206,101268,60552,174,0
2022-03-17,1179,874818,126153,3457.0438638165474,1116513,1450.6867160324525,619.0109848873083,173313,96678,192,0
2022-03-18,975,833625,187200,1733.5513898900863,924300,634.3750499110414,415.87415293887693,94575,31200,193,0
2022-03-19,815,574575,118990,1742.0981841804344,817445,778.5686133911229,375.3670197961401,82315,36675,172,0
2022-03-20,937,635286,97448,2189.445683839763,830182,1263.3887613327572,333.5010548576756,75897,40291,179,0
2022-03-21,1016,912368,186944,2468.638008965947,893064,849.0254208260234,582.544966940434,54864,59944,182,0
2022-03-22,964,822292,127248,1558.6801710418943,857960,1164.5881002837605,509.6999574288786,53984,43380,161,0
2022-03-23,972,764964,102060,1996.3254941434097,941868,1042.2776065593687,584.9957191603967,67068,76788,171,0
2022-03-24,1047,906702,126687,2315.264347494821,1061658,828.9772603012503,428.3129066718393,123546,45021,154,0
2022-03-25,853,540802,125391,2402.7059783507902,756611,1072.164429350764,547.1186877975633,64828,40091,176,0
2022-03-26,1002,815628,179358,2737.134877842564,1025046,1373.9400422170042,627.7670238678368,84168,87174,171,0
2022-03-27,1009,695201,103927,2961.0517437361714,1028171,846.5281780242335,627.4412758283999,132179,96864,155,0
2022-03-28,936,750672,124488,1777.1929400935862,850824,1253.1888348123234,498.2989951596463,119808,43056,191,0
2022-03-29,1181,852682,185417,2038.007319255668,1197534,1223.9687359751895,502.8508486303973,59050,42516,200,0
2022-03-30,941,634234,171262,2189.6129856921466,804555,840.3078570450862,709.2780275794897,59283,47050,175,0
2022-03-31,886,586532,164796,1853.5638005685946,827524,669.3139830066207,648.340965919439,66450,52274,190,0
2022-04-01,1147,721463,114700,2128.8206114633317,1175675,1038.171472869976,578.7294407039308,134199,60791,150,0
2022-04-02,1157,765934,146939,3124.1276760500677,992706,594.8502276442231,625.2991009248491,62478,100659,191,0
2022-04-03,1100,810700,201300,2967.373453555786,1095600,565.2468802171785,719.9385700773538,118800,93500,181,0
2022-04-04,869,780362,168586,2527.6640375232896,753423,600.4570122273971,292.0369772993852,52140,60830,175,0
2022-04-05,1082,900224,139578,2336.244325143815,1080918,1254.0923287269393,809.4456335565603,142824,87642,178,0
2022-04-06,810,715230,100440,2307.9259021469584,718470,862.1449954502737,579.4287631347618,70470,75330,175,0
2022-04-07,1040,822640,131040,2123.1004148509933,943280,1041.2385412304607,809.8736577945167,126880,86320,163,0
2022-04-08,983,858159,168093,1614.922406494134,1028218,1091.5562092175487,408.8578884003186,146467,67827,179,0
2022-04-09,817,705888,110295,1985.3417223166018,843961,1174.0951582534199,468.38891009548934,61275,45752,182,0
2022-04-10,803,571736,159797,2055.864545497215,737957,567.3439635691615,381.91143622130437,99572,47377,176,0
2022-04-11,1166,733414,172568,2456.766956860208,1063392,1084.8335937597953,621.1760504618414,143418,53636,195,0
2022-04-12,1154,698170,174254,2862.787713621355,1063988,853.6231318904951,788.2817151032649,143096,78472,176,0
2022-04-13,1003,859571,145435,2975.617734951412,871607,707.8309282444736,528.9462626584386,66198,39117,189,0
2022-04-14,1098,933300,202032,1768.910748199715,999180,1235.8023504899747,587.204876695715,147132,69174,165,0
2022-04-15,1049,881160,131125,2676.6364259820043,1000746,644.5225144261361,348.62617457855674,66087,97557,191,0
2022-04-16,948,693936,141252,2783.3663886847685,921456,1209.198002419338,537.3942964456878,54036,69204,166,0
2022-04-17,1038,777462,181650,2007.461849061049,891642,1390.5795279058216,826.4213515275819,94458,85116,177,0
2022-04-18,1084,770724,175608,1879.1298190556208,1060152,1584.3730296297792,563.3517612388033,160432,86720,190,0
2022-04-19,836,678832,138776,1630.7491325887104,718960,1170.901647313726,516.9746070335962,112860,27588,150,0
2022-04-20,1199,899250,135487,2165.901419227812,1121065,928.2849418649456,567.9807204618098,59950,74338,182,0
2022-04-21,1032,705888,105264,3095.391228793606,1034064,1210.8808108737287,704.7626546029164,123840,60888,164,0
2022-04-22,954,574308,159318,1478.1850592265803,893898,679.6729241786692,519.6767385648644,63918,73458,200,0
2022-04-23,1033,804707,143587,2442.094061385112,980317,1173.4872764331428,543.9076529235429,70244,46485,155,0
2022-04-24,863,711975,112190,1935.0613862668845,847466,1224.9428713940756,403.4595971014489,113916,50917,181,0
2022-04-25,1086,651600,181362,1982.0863908279396,1046904,1047.1317325163789,573.8354638281187,107514,98826,157,0
